study,study_label,covariate,group,sample,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,nobs,significant
dennyS17,Denny (2012),educ,educ_3_Less than College,original,(Intercept),5.406179266720366,0.1327849998371828,40.71377997024716,1.5135526266499039e-90,5.1440920400731205,5.668266493367611,173,175,1
dennyS17,Denny (2012),educ,educ_3_Less than College,original,Z,0.2572592845886585,0.19297378744525284,1.3331307220243247,0.18424178056541335,-0.12362684584140615,0.6381454150187231,173,175,0
dennyS17,Denny (2012),female,female_0,mt,(Intercept),5.5658530602001886,0.09672206672131979,57.544811115717664,4.957367051204687e-106,5.374779772424477,5.7569263479759005,154,156,1
dennyS17,Denny (2012),female,female_0,mt,Z,-0.11160942685439157,0.14360336332345414,-0.7772062176775136,0.43822935559542586,-0.3952961562221617,0.17207730251337855,154,156,0
dennyS17,Denny (2012),female,female_0,original,(Intercept),5.259024207223659,0.15623403061400265,33.66119523739864,4.000357293213994e-70,4.950215917877832,5.567832496569485,144,146,1
dennyS17,Denny (2012),female,female_0,original,Z,0.23672720891764465,0.2325620853343178,1.0179097275350766,0.31042802265022373,-0.2229492102116981,0.6964036280469874,144,146,0
dennyS17,Denny (2012),female,female_1,mt,(Intercept),5.644613775920629,0.10136087337496517,55.688290638927896,7.86379794086719e-99,5.4442545283449855,5.844973023496272,143,145,1
dennyS17,Denny (2012),female,female_1,mt,Z,0.2674075919009201,0.1538645923104147,1.7379410550897745,0.08437388928402577,-0.03673534725672467,0.5715505310585649,143,145,0
dennyS17,Denny (2012),female,female_1,original,(Intercept),5.2669594401047135,0.11987707300059754,43.93633668448395,1.1099058506674677e-85,5.030027252832239,5.503891627377188,145,147,1
dennyS17,Denny (2012),female,female_1,original,Z,0.4911832611719358,0.19159931456357301,2.5635961291967995,0.011377391130905912,0.11249496370885076,0.8698715586350207,145,147,1
dennyS17,Denny (2012),ideo,ideo_3_Conservative,mt,(Intercept),5.506471121553301,0.14142512584577888,38.93559287023716,2.7974363993841184e-46,5.223941953785577,5.7890002893210255,64,66,1
dennyS17,Denny (2012),ideo,ideo_3_Conservative,mt,Z,0.07029537601982938,0.21193519195279087,0.3316833574080885,0.7412121011132713,-0.35309384173777336,0.4936845937774321,64,66,0
dennyS17,Denny (2012),ideo,ideo_3_Conservative,original,(Intercept),5.245648387578088,0.11779361654912647,44.53253530415514,6.460366452657874e-66,5.01182990673058,5.479466868425596,96,98,1
dennyS17,Denny (2012),ideo,ideo_3_Conservative,original,Z,0.3386064396235625,0.23757974974417168,1.4252327481116442,0.15733315186869581,-0.13298563635404975,0.8101985156011748,96,98,0
dennyS17,Denny (2012),ideo,ideo_3_Liberal,mt,(Intercept),5.565853060200189,0.08860538749532564,62.816192305392434,1.2135620882402259e-110,5.390795934153956,5.740910186246423,152,154,1
dennyS17,Denny (2012),ideo,ideo_3_Liberal,mt,Z,0.14456143622545656,0.14447469715699693,1.000600375499423,0.3186102928542016,-0.14087634567057158,0.42999921812148467,152,154,0
dennyS17,Denny (2012),ideo,ideo_3_Liberal,original,(Intercept),5.070481388998328,0.19593564249999276,25.878300263815017,1.6907896912577865e-41,4.6807732765630625,5.460189501433593,83,85,1
dennyS17,Denny (2012),ideo,ideo_3_Liberal,original,Z,0.7941614103702951,0.2907092944788655,2.7318060531705166,0.007693355002909535,0.2159523159287342,1.372370504811856,83,85,1
dennyS17,Denny (2012),ideo,ideo_3_Moderate,mt,(Intercept),5.805037503573007,0.16928659654975114,34.29118206571648,3.3645338726275255e-49,5.4680809618814115,6.141994045264602,79,81,1
dennyS17,Denny (2012),ideo,ideo_3_Moderate,mt,Z,-0.125171121170793,0.22977463176852356,-0.5447560516466899,0.5874558463040781,-0.5825260852800009,0.332183842938415,79,81,0
dennyS17,Denny (2012),ideo,ideo_3_Moderate,original,(Intercept),5.438289280978996,0.17612866102004243,30.87679909381784,2.0654081965953763e-55,5.089171719454573,5.787406842503419,108,110,1
dennyS17,Denny (2012),ideo,ideo_3_Moderate,original,Z,-0.036292449187466165,0.24074450255982388,-0.1507508948348578,0.8804534292469517,-0.51348981841365815,0.44090492003872583,108,110,0
dennyS17,Denny (2012),pid,pid_3_Democrat,mt,(Intercept),5.575150511917506,0.08429391103088642,66.13942150429699,9.83133211949431e-128,5.408812879240509,5.741488144594504,179,181,1
dennyS17,Denny (2012),pid,pid_3_Democrat,mt,Z,0.07839249563473338,0.13564990936915086,0.5779030446780468,0.5640558548858796,-0.1892862076235151,0.3460711988929819,179,181,0
dennyS17,Denny (2012),pid,pid_3_Democrat,original,(Intercept),5.254337139106054,0.13322095686593347,39.44077015145404,4.830673787558406e-83,4.991187447244476,5.517486830967632,156,158,1
dennyS17,Denny (2012),pid,pid_3_Democrat,original,Z,0.5378166177284008,0.20487304403158166,2.6251214271287693,0.009523660482038928,0.13313345318763997,0.9424997822691616,156,158,1
dennyS17,Denny (2012),pid,pid_3_Independent,mt,(Intercept),5.824474013071577,0.20084393148522667,29.000000000000018,1.5790586407278577e-27,5.4178867303157485,6.231061295827406,38,40,1
dennyS17,Denny (2012),pid,pid_3_Independent,mt,Z,-0.2008439314852269,0.3083411006704348,-0.6513693148546407,0.5187281901256127,-0.8250478561766481,0.4233599932061944,38,40,0
dennyS17,Denny (2012),pid,pid_3_Independent,original,(Intercept),5.487508977732922,0.3373216712701986,16.267881506306672,8.075601669524084e-7,4.689869973259602,6.285147982206243,7,9,1
dennyS17,Denny (2012),pid,pid_3_Independent,original,Z,-0.4496736963118181,0.5581683238161497,-0.8056238183446832,0.44695826584824394,-1.7695320512783796,0.8701846586547436,7,9,0
dennyS17,Denny (2012),pid,pid_3_Republican,mt,(Intercept),5.587581170806952,0.15046287066637337,37.13594686888895,2.4098786108909485e-51,5.28803260577581,5.887129735838093,78,80,1
dennyS17,Denny (2012),pid,pid_3_Republican,mt,Z,0.1732106200863837,0.2035986491830912,0.8507454287214827,0.3975149060979303,-0.23212315385379315,0.5785443940265605,78,80,0
dennyS17,Denny (2012),pid,pid_3_Republican,original,(Intercept),5.2486231114543465,0.16450579026284656,31.905400430392884,1.2497180342324189e-61,4.923020071720728,5.574226151187965,124,126,1
dennyS17,Denny (2012),pid,pid_3_Republican,original,Z,0.12667739891199906,0.2285817463458249,0.5541886040206677,0.5804478617945215,-0.3257499066491032,0.5791047044731013,124,126,0
dennyS17,Denny (2012),white,white_0,mt,(Intercept),5.396870804103031,0.16098311725792191,33.52445210423115,7.036008272715879e-42,5.075171714225156,5.718569893980907,63,65,1
dennyS17,Denny (2012),white,white_0,mt,Z,0.3094597198595907,0.23962071134693952,1.2914564776979292,0.20126372171483928,-0.16938406245265836,0.7883035021718398,63,65,0
dennyS17,Denny (2012),white,white_0,original,(Intercept),5.344573085501915,0.21586042535978828,24.75939291138603,5.938462851410198e-37,4.914263192063043,5.774882978940788,72,74,1
dennyS17,Denny (2012),white,white_0,original,Z,1.0415192385510241,0.28869510079025984,3.6076789515998726,5.667032883833051e-4,0.4660160732518641,1.6170224038501841,72,74,1
dennyS17,Denny (2012),white,white_1,mt,(Intercept),5.6623247839825845,0.07656896388108422,73.95065176507396,2.9022266792530867e-164,5.511472160880346,5.813177407084823,234,236,1
dennyS17,Denny (2012),white,white_1,mt,Z,0.005585849427277889,0.11831991108155417,0.04720971623641383,0.9623863503113159,-0.22752255438495567,0.23869425323951143,234,236,0
dennyS17,Denny (2012),white,white_1,original,(Intercept),5.223912615612497,0.10740394116351405,48.63799744237971,1.1188363871516789e-118,5.012224141074796,5.4356010901501985,217,219,1
dennyS17,Denny (2012),white,white_1,original,Z,0.04239171996297823,0.15420712716403145,0.2749011718367971,0.7836537197558266,-0.2615437889071976,0.3463272288331541,217,219,0
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,mt,(Intercept),0.5637520886013094,0.04216509910135283,13.370111789520777,5.258624968318617e-37,0.4809871010076956,0.6465170761949233,815,818,1
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,mt,Z,0.12000748797090122,0.07206214663328757,1.665333237734363,0.09623060569773349,-0.021441786409717306,0.2614567623515197,815,818,0
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,mt,pid_3Republican,-0.700704394141451,0.08238442305381422,-8.505301951119387,8.605615210622311e-17,-0.8624150481485988,-0.5389937401343032,815,818,1
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,original,(Intercept),0.10034537554713113,0.1384845213180934,0.7245963273876783,0.46964052505540577,-0.17291655043603898,0.37360730153030125,180,183,0
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,original,Z,0.2821983157009213,0.19847480588915928,1.4218344461236982,0.15680470199662908,-0.10943828888270918,0.6738349202845517,180,183,0
elite_endorsements,Nicholson (2012),age,age_3_18 - 39,original,pid_3Republican,-0.7154169891957193,0.19550969590680128,-3.6592404580116362,3.3214938987990295e-4,-1.1012027473683639,-0.32963123102307473,180,183,1
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,mt,(Intercept),0.43786963019452746,0.09293132476274664,4.711754957893985,4.2423285353105535e-6,0.2547682807850117,0.6209709796040432,231,234,1
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,mt,Z,0.06828621017661478,0.1394188320019221,0.48979186811487097,0.624746003557494,-0.20640885456956032,0.3429812749227899,231,234,0
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,mt,pid_3Republican,-0.8399371001969828,0.14286569380777986,-5.8792077916696,1.4328184593272774e-8,-1.1214234707756308,-0.5584507296183348,231,234,1
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,original,(Intercept),-0.0073686600505541554,0.09214706984427952,-0.07996629803863048,0.9363083710106721,-0.1885811331571245,0.1738438130560162,361,364,0
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,original,Z,0.09280820892723675,0.12046282637336102,0.770430278960815,0.4415485917349117,-0.144088815811736,0.3297052336662095,361,364,0
elite_endorsements,Nicholson (2012),age,age_3_40 - 59,original,pid_3Republican,-0.6111211800369882,0.1203916377033112,-5.076109866891363,6.182109097822677e-7,-0.8478782081924701,-0.3743641518815064,361,364,1
elite_endorsements,Nicholson (2012),age,age_3_More than 60,mt,(Intercept),0.7238245812627455,0.21997841439849838,3.2904345785105655,0.001975334035639969,0.28048721780645863,1.1671619447190325,44,47,1
elite_endorsements,Nicholson (2012),age,age_3_More than 60,mt,Z,0.04919196183339058,0.28279025215633774,0.1739521127701223,0.8627009749130742,-0.5207343427312682,0.6191182663980493,44,47,0
elite_endorsements,Nicholson (2012),age,age_3_More than 60,mt,pid_3Republican,-0.7566192224850059,0.3091842164332581,-2.447146983158932,0.01846153549547825,-1.379739066814397,-0.13349937815561475,44,47,1
elite_endorsements,Nicholson (2012),age,age_3_More than 60,original,(Intercept),0.04155766257633716,0.10831326547887277,0.38368026661003274,0.7015683375062489,-0.17185051942004062,0.25496584457271493,231,234,0
elite_endorsements,Nicholson (2012),age,age_3_More than 60,original,Z,0.39128502031995316,0.11229118583279103,3.4845568458293985,5.896715549115842e-4,0.17003919491856073,0.6125308457213456,231,234,1
elite_endorsements,Nicholson (2012),age,age_3_More than 60,original,pid_3Republican,-1.015879167981214,0.11344653124241671,-8.954695721903088,1.1539431519995777e-16,-1.2394013550300556,-0.7923569809323725,231,234,1
elite_endorsements,Nicholson (2012),educ,educ_3_College,mt,(Intercept),0.5819820506151235,0.05557911152711082,10.471237028163713,3.039128464012062e-23,0.47277305041799617,0.691191050812251,479,482,1
elite_endorsements,Nicholson (2012),educ,educ_3_College,mt,Z,0.07916274335078491,0.09379229905052475,0.8440217816618497,0.3990785494897213,-0.10513245180542755,0.2634579385069974,479,482,0
elite_endorsements,Nicholson (2012),educ,educ_3_College,mt,pid_3Republican,-0.7047911006895113,0.10938623723396813,-6.4431423779759545,2.854832161240711e-10,-0.9197272750078135,-0.4898549263712092,479,482,1
elite_endorsements,Nicholson (2012),educ,educ_3_College,original,(Intercept),0.072364189015846,0.12713966131212026,0.5691708493559398,0.5699658519898603,-0.17855030462493038,0.3232786826566224,176,179,0
elite_endorsements,Nicholson (2012),educ,educ_3_College,original,Z,0.3272051844197536,0.1683315468451544,1.9438138040800197,0.05351258971771406,-0.005002911814919131,0.6594132806544264,176,179,0
elite_endorsements,Nicholson (2012),educ,educ_3_College,original,pid_3Republican,-0.549934277794657,0.17621814155239016,-3.1207585833673086,0.0021086759177291305,-0.8977068398859605,-0.20216171570335356,176,179,1
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,mt,(Intercept),0.7884130497809868,0.09142072276916459,8.624008057469785,7.66042342179277e-15,0.6078031552874459,0.9690229442745277,153,156,1
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,mt,Z,0.07582810286112134,0.14328298349371288,0.5292191788039408,0.5974204010125956,-0.20724037163411402,0.3588965773563567,153,156,0
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,mt,pid_3Republican,-0.8459378174687339,0.16323057382781966,-5.1824716266761,6.821119231145478e-7,-1.1684145582357228,-0.5234610767017449,153,156,1
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,original,(Intercept),0.577888225070156,0.1369084215923898,4.220983766730377,6.910537511972182e-5,0.3050301343264066,0.8507463158139055,73,76,1
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,original,Z,0.2451024765518316,0.23466403501800615,1.044482494017562,0.2997086610314403,-0.2225822707887709,0.7127872238924341,73,76,0
elite_endorsements,Nicholson (2012),educ,educ_3_Graduate School,original,pid_3Republican,-1.0869331387357863,0.26867110612106426,-4.045589994504321,1.282002055109142e-4,-1.6223938810447156,-0.5514723964268571,73,76,1
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,mt,(Intercept),0.4253115065059213,0.06154324868691439,6.910774383549126,1.6226812568928987e-11,0.30436935449774066,0.546253658514102,458,461,1
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,mt,Z,0.14288602191051478,0.09760064761060362,1.46398641206343,0.14388366015981338,-0.048914583537996825,0.3346866273590264,458,461,0
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,mt,pid_3Republican,-0.7490881708474555,0.10420620269084536,-7.188518068063752,2.6812626680095978e-12,-0.9538697297499708,-0.5443066119449402,458,461,1
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,original,(Intercept),-0.03378814872227119,0.08991240494020387,-0.37578962263040294,0.707225676979625,-0.2104219864765145,0.1428456890319721,523,526,0
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,original,Z,0.18689853331736936,0.1064233428917493,1.7561798778250843,0.07964297012125555,-0.02217121066408692,0.39596827729882567,523,526,0
elite_endorsements,Nicholson (2012),educ,educ_3_Less than College,original,pid_3Republican,-0.757410069336864,0.10397930754754121,-7.284238443216815,1.1978014576221695e-12,-0.9616784809244021,-0.5531416577493258,523,526,1
elite_endorsements,Nicholson (2012),female,female_0,mt,(Intercept),0.5742980604144807,0.0492570172856108,11.659213083985243,1.337240687717619e-28,0.47757171793616116,0.6710244028928003,635,638,1
elite_endorsements,Nicholson (2012),female,female_0,mt,Z,0.12176269913065527,0.08023058202997839,1.5176594267402708,0.1295979510366817,-0.03578664474595031,0.27931204300726087,635,638,0
elite_endorsements,Nicholson (2012),female,female_0,mt,pid_3Republican,-0.7798814176278555,0.08944464432248214,-8.719151644407962,2.4423731476307253e-17,-0.9555244787864785,-0.6042383564692324,635,638,1
elite_endorsements,Nicholson (2012),female,female_0,original,(Intercept),0.026373378561330735,0.10525724435691551,0.25056117251085885,0.8022789150891498,-0.18053782202987254,0.233284579152534,410,413,0
elite_endorsements,Nicholson (2012),female,female_0,original,Z,0.10585897038443995,0.11841232580330456,0.8939860750669059,0.3718538092136807,-0.12691205308715006,0.33862999385603,410,413,0
elite_endorsements,Nicholson (2012),female,female_0,original,pid_3Republican,-0.8119820540273267,0.11409106553955389,-7.116964419495434,4.964951952076135e-12,-1.0362584873668792,-0.5877056206877742,410,413,1
elite_endorsements,Nicholson (2012),female,female_1,mt,(Intercept),0.507952932732997,0.059413822860403066,8.549406657882763,1.8639954119814119e-16,0.3911954370030417,0.6247104284629523,458,461,1
elite_endorsements,Nicholson (2012),female,female_1,mt,Z,0.07933164928316538,0.09917357337591348,0.7999273050539575,0.4241676122751873,-0.11556000239810932,0.2742233009644401,458,461,0
elite_endorsements,Nicholson (2012),female,female_1,mt,pid_3Republican,-0.695006563282133,0.11011311616066166,-6.31175092954482,6.522397861168991e-10,-0.9113961351187718,-0.478616991445494,458,461,1
elite_endorsements,Nicholson (2012),female,female_1,original,(Intercept),0.05474951098123234,0.09221432502114714,0.5937202378120412,0.5530670012741981,-0.12658853873813608,0.23608756070060077,365,368,0
elite_endorsements,Nicholson (2012),female,female_1,original,Z,0.3586302717311933,0.12273280666514476,2.9220408257235895,0.003693941338018739,0.1172780979540958,0.5999824455082907,365,368,1
elite_endorsements,Nicholson (2012),female,female_1,original,pid_3Republican,-0.6968395999408405,0.12341235127328434,-5.646433219619637,3.2970310463944916e-8,-0.9395280877223954,-0.4541511121592857,365,368,1
elite_endorsements,Nicholson (2012),pid,pid_3_Democrat,mt,(Intercept),0.5613310767850929,0.03922978129797598,14.308799544953214,3.83307803525677e-41,0.48431512278742495,0.6383470307827608,734,736,1
elite_endorsements,Nicholson (2012),pid,pid_3_Democrat,mt,Z,0.054709261573693,0.07027447606655751,0.7785082811841588,0.436520316760446,-0.08325367466708206,0.19267219781446804,734,736,0
elite_endorsements,Nicholson (2012),pid,pid_3_Democrat,original,(Intercept),0.05383680173810058,0.0791782542653529,0.6799442882091766,0.49690992847911775,-0.10179292322351408,0.20946652669971522,425,427,0
elite_endorsements,Nicholson (2012),pid,pid_3_Democrat,original,Z,0.1863534859716153,0.12360479873918445,1.5076557534374968,0.1323856093995997,-0.056599342556868965,0.4293063145000996,425,427,0
elite_endorsements,Nicholson (2012),pid,pid_3_Republican,mt,(Intercept),-0.2878820229461472,0.11201645871767381,-2.5699975364488608,0.010570403483839462,-0.5081687835254349,-0.0675952623668594,361,363,1
elite_endorsements,Nicholson (2012),pid,pid_3_Republican,mt,Z,0.22188535365414472,0.12802723963759854,1.7331105027510276,0.08392995157873333,-0.029887521586955818,0.4736582288952452,361,363,0
elite_endorsements,Nicholson (2012),pid,pid_3_Republican,original,(Intercept),-0.7467809968060773,0.07610419129959542,-9.812613261551698,2.9891052202637167e-20,-0.8964571060380981,-0.5971048875740566,352,354,1
elite_endorsements,Nicholson (2012),pid,pid_3_Republican,original,Z,0.2783473017704543,0.11588318930000543,2.4019644562064295,0.01682487770001986,0.0504367937730483,0.5062578097678603,352,354,1
elite_endorsements,Nicholson (2012),white,white_0,mt,(Intercept),0.47024722594295876,0.0683595139000426,6.879031156227483,2.8797655482143226e-11,0.3357892132999025,0.604705238586015,342,345,1
elite_endorsements,Nicholson (2012),white,white_0,mt,Z,0.06910241545205456,0.11588161417669379,0.5963190618547018,0.5513565838107439,-0.15882798743013948,0.2970328183342486,342,345,0
elite_endorsements,Nicholson (2012),white,white_0,mt,pid_3Republican,-0.33015449723246704,0.13404046819701268,-2.4630956730709563,0.014266323857744467,-0.5938019976209078,-0.06650699684402628,342,345,1
elite_endorsements,Nicholson (2012),white,white_0,original,(Intercept),0.2348718654953093,0.1284195784785376,1.828941258630301,0.06925868086857512,-0.01873215722345989,0.4884758882140785,161,164,0
elite_endorsements,Nicholson (2012),white,white_0,original,Z,0.28338505622094207,0.19171871565149862,1.4781293274260827,0.14132683355358983,-0.09522261478789662,0.6619927272297808,161,164,0
elite_endorsements,Nicholson (2012),white,white_0,original,pid_3Republican,-0.46336694799599454,0.24020168716146303,-1.929074493488134,0.05548045451013007,-0.9377191834548821,0.010985287462893067,161,164,0
elite_endorsements,Nicholson (2012),white,white_1,mt,(Intercept),0.5843005503959665,0.045241834950084776,12.915049777282997,1.3269692171707835e-34,0.4954850459598028,0.6731160548321302,751,754,1
elite_endorsements,Nicholson (2012),white,white_1,mt,Z,0.12323953956805243,0.07283608080746601,1.6920122307764238,0.09105846051891119,-0.019746996349544174,0.266226075485649,751,754,0
elite_endorsements,Nicholson (2012),white,white_1,mt,pid_3Republican,-0.9079572782204082,0.0795652310129276,-11.411482963870048,6.297616119698898e-28,-1.0641539960544584,-0.751760560386358,751,754,1
elite_endorsements,Nicholson (2012),white,white_1,original,(Intercept),-0.07813477790808498,0.08204209765605668,-0.9523742095874698,0.3412819886920081,-0.23925193030254993,0.08298237448637996,614,617,0
elite_endorsements,Nicholson (2012),white,white_1,original,Z,0.2318669186921965,0.09138384131806555,2.537285753672504,0.01141786117383722,0.05240412204651099,0.411329715337882,614,617,1
elite_endorsements,Nicholson (2012),white,white_1,original,pid_3Republican,-0.6986220465510611,0.09211966447810495,-7.5838535725139335,1.2465446238284217e-13,-0.879529878557842,-0.5177142145442801,614,617,1
expert_economists,Johnston and Ballard (2016),age,age_3_18 - 39,mt,(Intercept),0.7967736279151177,0.012966642588142532,61.447951734532644,0,0.7713567488943086,0.8221905069359269,11283,11285,1
expert_economists,Johnston and Ballard (2016),age,age_3_18 - 39,mt,Z,0.41891967197738594,0.01841133101679571,22.753361589948444,4.327252996260782e-112,0.3828302548530259,0.455009089101746,11283,11285,1
expert_economists,Johnston and Ballard (2016),age,age_3_18 - 39,original,(Intercept),0.45061677872890393,0.056673495139388616,7.951102673668013,7.900716005116514e-15,0.3393371455912892,0.5618964118665186,668,670,1
expert_economists,Johnston and Ballard (2016),age,age_3_18 - 39,original,Z,0.29731576845432695,0.08617822594428626,3.4500103152104793,5.958305882354967e-4,0.1281029584106847,0.4665285784979692,668,670,1
expert_economists,Johnston and Ballard (2016),age,age_3_40 - 59,mt,(Intercept),0.7064868336544684,0.024234422038836412,29.152204765696553,1.6098987831972e-165,0.6589698822785491,0.7540037850303877,3133,3135,1
expert_economists,Johnston and Ballard (2016),age,age_3_40 - 59,mt,Z,0.3746285022137189,0.03488911481901551,10.737690083485187,1.941802813888764e-26,0.3062206660479828,0.443036338379455,3133,3135,1
expert_economists,Johnston and Ballard (2016),age,age_3_40 - 59,original,(Intercept),0.3470693960775613,0.044690160584100753,7.766125508196023,2.5930932701488816e-14,0.2593398530170506,0.43479893913807205,767,769,1
expert_economists,Johnston and Ballard (2016),age,age_3_40 - 59,original,Z,0.21805393139728615,0.07003654432916678,3.1134307594110893,0.0019179623068894432,0.08056787291753817,0.35553998987703417,767,769,1
expert_economists,Johnston and Ballard (2016),age,age_3_More than 60,mt,(Intercept),0.6913580246913574,0.061144055990465754,11.307035712501007,1.4365789282961125e-26,0.5712288233978642,0.8114872259848507,503,505,1
expert_economists,Johnston and Ballard (2016),age,age_3_More than 60,mt,Z,0.2857412119498634,0.08699427475307905,3.2845978975156633,0.001092452998098325,0.11482430802671417,0.45665811587301264,503,505,1
expert_economists,Johnston and Ballard (2016),age,age_3_More than 60,original,(Intercept),0.38754945413146635,0.05633784743708203,6.87902487868889,1.5098924591280587e-11,0.2769075930539492,0.4981913152089835,604,606,1
expert_economists,Johnston and Ballard (2016),age,age_3_More than 60,original,Z,0.22971163816961984,0.08593291752045831,2.673150694725705,0.007717332130008451,0.060948038656831294,0.3984752376824084,604,606,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_College,mt,(Intercept),0.8387319090282641,0.01832331150512161,45.774035375310156,0,0.8028112615600205,0.8746525564965077,5708,5710,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_College,mt,Z,0.3891883188919584,0.02595167648018292,14.996654231149508,6.817421582489967e-50,0.3383131797669155,0.44006345801700125,5708,5710,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_College,original,(Intercept),0.4881516615100996,0.07174863795630769,6.803636632201522,3.794263903485991e-11,0.3470947098811429,0.6292086131390563,395,397,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_College,original,Z,0.29219443689512875,0.11310421753314395,2.5834088530739745,0.010141419409051453,0.06983291762393129,0.5145559561663262,395,397,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Graduate School,mt,(Intercept),0.9496402877697883,0.03460398320312735,27.443091802332283,3.562859207205739e-138,0.881770732726395,1.0175098428131815,1748,1750,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Graduate School,mt,Z,0.39752128428261646,0.04646089448977695,8.556040271030195,2.5130038401814238e-17,0.3063965077668821,0.4886460607983508,1748,1750,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Graduate School,original,(Intercept),0.845075146971388,0.10697939802989634,7.899419538098581,6.24590505013324e-14,0.6344988337096716,1.0556514602331042,283,285,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Graduate School,original,Z,0.09177418136754255,0.14809193590354305,0.6197108627664775,0.5359467835675826,-0.19972730827108554,0.38327567100617066,283,285,0
expert_economists,Johnston and Ballard (2016),educ,educ_3_Less than College,mt,(Intercept),0.6864879214228892,0.01547366989631363,44.364906710749636,0,0.6561551663023707,0.7168206765434076,7463,7465,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Less than College,mt,Z,0.41302532898274447,0.022522109546021105,18.338660867392505,1.6460400979174295e-73,0.36887564514984195,0.457175012815647,7463,7465,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Less than College,original,(Intercept),0.2967471235720565,0.03322805989712483,8.9306184137983191,1.3419644341480784e-18,0.23156335454623722,0.3619308925978758,1361,1363,1
expert_economists,Johnston and Ballard (2016),educ,educ_3_Less than College,original,Z,0.26626570348053225,0.053248210525445386,5.000462942379886,6.464124869794643e-7,0.16180823389985516,0.37072317306120933,1361,1363,1
expert_economists,Johnston and Ballard (2016),female,female_0,mt,(Intercept),0.8813934199612895,0.016512368647621636,53.377770250317255,0,0.849024225118794,0.913762614803785,7063,7065,1
expert_economists,Johnston and Ballard (2016),female,female_0,mt,Z,0.36628639442385413,0.0233445697979852,15.690432404347293,1.4560418961402126e-54,0.3205240362527835,0.4120487525949248,7063,7065,1
expert_economists,Johnston and Ballard (2016),female,female_0,original,(Intercept),0.4416110941652362,0.04510229637836187,9.791321720308284,1.0892509097146375e-21,0.35310626224393177,0.5301159260865406,1011,1013,1
expert_economists,Johnston and Ballard (2016),female,female_0,original,Z,0.2660068062842436,0.068884190659543,3.8616524885800025,1.1978044823270411e-4,0.13083444908952618,0.40117916347896104,1011,1013,1
expert_economists,Johnston and Ballard (2016),female,female_1,mt,(Intercept),0.6752444673185949,0.015174097722665586,44.499810114573116,0,0.6454992006443638,0.7049897339928259,7858,7860,1
expert_economists,Johnston and Ballard (2016),female,female_1,mt,Z,0.44352755079918665,0.021872392294171386,20.277962503323383,3.73827081704501e-89,0.4006518455358865,0.4864032560624868,7858,7860,1
expert_economists,Johnston and Ballard (2016),female,female_1,original,(Intercept),0.3525031885487243,0.04121851298503622,8.552059815372171,4.3229365448313756e-17,0.271621344356566,0.43338503274088264,1030,1032,1
expert_economists,Johnston and Ballard (2016),female,female_1,original,Z,0.23718677850347292,0.06391114147476838,3.7111960924232967,2.1732020493206496e-4,0.11177587421437771,0.3625976827925681,1030,1032,1
expert_economists,Johnston and Ballard (2016),ideo,ideo_3_Conservative,mt,(Intercept),0.6484322881921323,0.02418774121553306,26.808302702350616,3.2395386141744708e-142,0.6010061979637945,0.69585837842047,3023,3025,1
expert_economists,Johnston and Ballard (2016),ideo,ideo_3_Conservative,mt,Z,0.4577276069585901,0.035119715493765906,13.033351794659078,8.107365321831097e-38,0.38886665872208126,0.526588555195099,3023,3025,1
expert_economists,Johnston and Ballard (2016),ideo,ideo_3_Conservative,original,(Intercept),0.36257366670996416,0.0478712837741445,7.573928211755873,1.0373322523794573e-13,0.2686001530575982,0.4565471803623301,771,773,1
expert_economists,Johnston and Ballard (2016),ideo,ideo_3_Conservative,original,Z,0.22832454694521498,0.07396377267437942,3.086978106841556,0.002094420206276685,0.08313028739727374,0.3735188064931562,771,773,1
