study_label,group_label,difference,estimate_mt,conf.low_mt,conf.high_mt,estimate_original,conf.low_original,conf.high_original
Gash and Murakami (2009),White,Not Significant,-0.6901971682920467,-0.8103160588049186,-0.5700782777791747,-0.6330747932883191,-0.8798350717779515,-0.3863145147986866
Brader (2005),Age: 18 - 39,Not Significant,0.3460234026975541,0.21808266016753308,0.47396414522757513,0.08939095004900816,-0.3651280064921863,0.5439099065902027
Brader (2005),Age: 40 - 59,Not Significant,0.25524147280342435,2.581800984817195e-4,0.5102247655083669,0.7209436724882035,0.06493529872885939,1.3769520462475475
Brader (2005),Age: More than 60,Not Significant,0.43026772114816975,-0.2926375251165106,1.15317296741285,0.5535740346653428,-0.0447517208565168,1.1518997901872026
Brader (2005),College,Not Significant,0.3012982390820087,0.1236836289642388,0.4789128491997786,0.8333549479483336,0.07284964156903506,1.593860254327632
Brader (2005),Graduate School,Not Significant,0.5087145616083775,0.19734160489476127,0.8200875183219937,1.108891288321025,0.0779395607768576,2.139843015865192
Brader (2005),Less than College,Not Significant,0.26997190346551914,0.1014611633644261,0.43848264356661215,0.23313587786744383,-0.1680269817271624,0.6342987374620501
Brader (2005),Men,Not Significant,0.1946305935423489,0.02729824863707397,0.3619629384476239,0.3362020692989226,-0.15651204586573303,0.8289161844635782
Brader (2005),Women,Not Significant,0.4217117310086521,0.26424101089023627,0.579182451127068,0.608408675968913,0.10859700509381426,1.1082203468440115
Brader (2005),Democrat,Not Significant,0.30490258103577644,0.17148667246669408,0.4383184896048588,0.5506024952379183,-0.0663153395815248,1.1675203300573611
Brader (2005),Independent,Not Significant,0.46584087208617114,0.15996363638655603,0.7717181077857862,0.4584384186207675,-0.04666743626962355,0.9635442735111586
Brader (2005),Republican,Not Significant,0.25873517617630687,0.00959070149962978,0.5078796508529839,0.5548038965805723,-0.00340810627873766,1.1130158994398822
Brader (2005),White,Not Significant,0.30649739278647276,0.17228501358960882,0.4407097719833367,0.4715490691198896,0.12685998100053147,0.8162381572392479
"Jacobsen, Snyder and Saultz (2014)",Age: 18 - 39,Not Significant,0.4697931130482346,0.36414401873269686,0.5754422073637724,0.42820685252129703,0.09350289372175608,0.762910811320838
"Jacobsen, Snyder and Saultz (2014)",Age: 40 - 59,Not Significant,0.4607701935605311,0.1991612621412754,0.7223791249797868,0.47380583408119975,0.19042497479476916,0.7571866933676303
"Jacobsen, Snyder and Saultz (2014)",Age: More than 60,Not Significant,0.5539190795761268,-0.14371722970558987,1.2515553888578437,0.8690092771402068,0.4925125045239061,1.2455060497565076
"Jacobsen, Snyder and Saultz (2014)",College,Not Significant,0.44303714733715865,0.28021135523928387,0.6058629394350334,0.5142001917586029,0.1431669880218373,0.8852333954953684
"Jacobsen, Snyder and Saultz (2014)",Graduate School,Not Significant,0.4886941964495566,0.16500677257909968,0.8123816203200135,1.0303837146449244,0.4977851551148138,1.562982274175035
"Jacobsen, Snyder and Saultz (2014)",Less than College,Not Significant,0.46630019730401406,0.3263426865911042,0.6062577080169239,0.4825255884244799,0.243043217548843,0.7220079593001167
"Jacobsen, Snyder and Saultz (2014)",Men,Not Significant,0.5016213218474243,0.3703958613472985,0.63284678234755,0.4172616855415862,0.14422878761212082,0.6902945834710517
"Jacobsen, Snyder and Saultz (2014)",Women,Not Significant,0.415164168388269,0.2585400021081071,0.5717883346684308,0.6767186978407811,0.4093779890909934,0.9440594065905688
"Jacobsen, Snyder and Saultz (2014)",Conservative,Not Significant,0.5061582170022475,0.245165285033936,0.767151148970559,0.6282759078595219,0.32912455091211773,0.9274272648069262
"Jacobsen, Snyder and Saultz (2014)",Liberal,Not Significant,0.5197470159787202,0.3949633205870182,0.6445307113704222,0.4258906413786307,0.06652197732887966,0.7852593054283817
"Jacobsen, Snyder and Saultz (2014)",Moderate,Not Significant,0.26936330808935005,0.05925779552606577,0.4794688206526343,0.5613120575149759,0.2274281580928979,0.895195956937054
"Jacobsen, Snyder and Saultz (2014)",Democrat,Not Significant,0.4864232996505832,0.3714566091479546,0.6013899901532119,0.569991905545483,0.29807442067271234,0.8419093904182535
"Jacobsen, Snyder and Saultz (2014)",Independent,Significant,0.2458062430710577,-0.09603467660088644,0.5876471627430018,1.588184578456057,0.28782913103476093,2.8885400258773535
"Jacobsen, Snyder and Saultz (2014)",Republican,Not Significant,0.4576783525051622,0.21672090895526416,0.6986357960550602,0.43422967608183394,0.1676653792068854,0.7007939729567825
"Jacobsen, Snyder and Saultz (2014)",Nonwhite,Not Significant,0.4316386355633197,0.2147329489591008,0.6485443221675387,0.6764655434473364,0.2715243530218744,1.0814067338727984
"Jacobsen, Snyder and Saultz (2014)",White,Not Significant,0.4626205519473563,0.34724927530957683,0.5779918285851359,0.4927997285416801,0.2809006280349889,0.7046988290483713
Murtagh et al. (2012),Age: 18 - 39,Not Significant,-0.3924351217682648,-0.6010293554444387,-0.18384088809209095,-0.36266023501556544,-0.8339956912068989,0.10867522117576806
Murtagh et al. (2012),Age: 40 - 59,Not Significant,-0.424957585281516,-0.8624878815894473,0.01257271102641532,-0.3988725090879347,-0.8850024220984457,0.0872574039225763
Murtagh et al. (2012),Age: More than 60,Not Significant,-1.5480597749540943,-4.751676591000629,1.6555570410924396,-0.6489659296699635,-1.2583322338257146,-0.03959962551421225
Murtagh et al. (2012),College,Not Significant,-0.21631138269560593,-0.5292133092643612,0.09659054387314928,-0.6064167079911,-1.250582353670428,0.03774893768822818
Murtagh et al. (2012),Graduate School,Not Significant,-0.8944345366401432,-1.514829833207897,-0.2740392400723892,-0.7798605906968796,-1.9010446504907352,0.341323469096976
Murtagh et al. (2012),Less than College,Not Significant,-0.4865948894300154,-0.7344214975267027,-0.23876828133332795,-0.33900475614538705,-0.6904427491715188,0.01243323688074476
Murtagh et al. (2012),Men,Not Significant,-0.467533811267432,-0.7286596170287054,-0.20640800550615865,-0.5007125500698529,-0.8765022946148778,-0.12492280552482804
Murtagh et al. (2012),Women,Not Significant,-0.34396392704145007,-0.6135431176761608,-0.07438473640673943,-0.36525165202852633,-0.8138715407912902,0.08336823673423749
Murtagh et al. (2012),Nonwhite,Not Significant,-0.06435213516708935,-0.4454094713144545,0.3167052009802759,-0.22327888069994856,-0.7189148351444858,0.2723570737445886
Murtagh et al. (2012),White,Not Significant,-0.5124113940407494,-0.726289364537671,-0.29853342354382784,-0.5268384936126301,-0.893055901942768,-0.16062108528249236
"McGinty, Webster and Barry (2013)",Age: 18 - 39,Not Significant,0.00281645261844219,-0.08506773166936027,0.09070063690624466,0.07502817211329023,-0.08191471474147506,0.23197105896805553
"McGinty, Webster and Barry (2013)",Age: 40 - 59,Not Significant,0.05016286561511626,-0.1227136158180645,0.22303934704829703,0.14336163427597806,0.00585581944891736,0.28086744910303874
"McGinty, Webster and Barry (2013)",Age: More than 60,Not Significant,-0.06546599610188232,-0.4618028214269933,0.3308708292232287,0.12910053719098075,-0.02804964208277707,0.28625071646473865
"McGinty, Webster and Barry (2013)",College,Not Significant,0.00164428446427373,-0.1191333440242113,0.12242191295275875,-0.01221933884809834,-0.1999228242367682,0.1754841465405715
"McGinty, Webster and Barry (2013)",Graduate School,Not Significant,-0.04586772989480427,-0.24908151609126533,0.15734605630165682,0.02437113408293956,-0.2189542175289577,0.26769648569483684
"McGinty, Webster and Barry (2013)",Less than College,Not Significant,0.0130827946357867,-0.0996314528433518,0.1257970421149252,0.1592951356625683,0.05270418770770234,0.26588608361743427
"McGinty, Webster and Barry (2013)",Men,Not Significant,-0.04371782129663267,-0.16197862052417156,0.07454297793090622,0.08730355985939361,-0.03774653736443667,0.2123536570832239
"McGinty, Webster and Barry (2013)",Women,Not Significant,0.04130305839436794,-0.05544233222730464,0.13804844901604052,0.14250882740035478,0.02128379488836881,0.2637338599123408
"McGinty, Webster and Barry (2013)",Conservative,Not Significant,0.02507095421469624,-0.15119809691595962,0.2013400053453521,0.06488708251450483,-0.07980011782648945,0.20957428285549912
"McGinty, Webster and Barry (2013)",Liberal,Not Significant,-0.05321704789102018,-0.14507124017907766,0.0386371443970373,-0.0321587217279243,-0.1993767774113692,0.1350593339555206
"McGinty, Webster and Barry (2013)",Moderate,Not Significant,0.07776763566268562,-0.06064679921912401,0.21618207054449523,0.2682064417357627,0.12561331722509986,0.4107995662464255
"McGinty, Webster and Barry (2013)",Democrat,Not Significant,-0.01049643646947815,-0.09405847440947351,0.07306560147051723,0.09055317370707912,-0.02552409136450252,0.20663043877866075
"McGinty, Webster and Barry (2013)",Independent,Not Significant,0.0837950544017347,-0.1210146242055392,0.2886047330090086,0.07486071532868749,-0.31274515920834006,0.46246658986571504
"McGinty, Webster and Barry (2013)",Republican,Not Significant,0.02263472085006084,-0.13721080910789937,0.18248025080802108,0.14438821480289457,0.01289691705634107,0.2758795125494481
"McGinty, Webster and Barry (2013)",Nonwhite,Not Significant,0.09309867656153696,-0.05895464307088488,0.24515199619395883,0.04441007672633708,-0.12745229310577255,0.2162724465584467
"McGinty, Webster and Barry (2013)",White,Significant,-0.01283039837662099,-0.10178605364742818,0.0761252568941862,0.14864794689175614,0.04897206621435455,0.24832382756915772
Parmer (2011),Age: 18 - 39,Not Significant,-0.03367502980624288,-0.12076451838642684,0.05341445877394108,0.186323630185158,-0.14762786139524936,0.5202751217655655
Parmer (2011),Age: 40 - 59,Not Significant,-0.03563013664184052,-0.2160421954938365,0.14478192221015546,0.01742552938531308,-0.32981485675131916,0.3646659155219454
Parmer (2011),Age: More than 60,Not Significant,-0.3183608035247575,-0.7391699574904926,0.10244835044097772,-0.2775445110323322,-0.6507178921778627,0.09562887011319836
Parmer (2011),College,Not Significant,0.06354994645434082,-0.05742693714428253,0.18452683005296416,0.09738011709375426,-0.27019070940496953,0.46495094359247807
Parmer (2011),Graduate School,Not Significant,-0.14214962493210845,-0.31020510187190775,0.02590585200769082,0.2408646669288357,-0.11371867338523836,0.5954480072429098
Parmer (2011),Less than College,Not Significant,-0.09100424500958496,-0.20669747155599355,0.02468898153682364,-0.0442306421015322,-0.30355618159838277,0.2150948973953183
Parmer (2011),Men,Not Significant,-0.06288497956534689,-0.1720064874666809,0.04623652833598711,-0.10250144299858456,-0.3292482148671008,0.12424532886993168
Parmer (2011),Women,Not Significant,-0.02763625806253747,-0.1372341472027415,0.08196163107766655,0.1192126641864772,-0.21007363233081888,0.44849896070377326
Parmer (2011),Conservative,Not Significant,-0.1617242344363928,-0.33795020354155225,0.01450173466876667,-0.16396243822625475,-0.4849486595078096,0.15702378305530015
Parmer (2011),Liberal,Not Significant,0.0095326423377638,-0.08425854851105573,0.10332383318658332,0.29249624519470274,-0.0440075784376665,0.629000068827072
Parmer (2011),Moderate,Not Significant,-0.04196070333371914,-0.22376512631277828,0.13984371964533998,-0.03591956951494646,-0.4208699173508615,0.34903077832096857
Parmer (2011),Democrat,Not Significant,0.00879717610371446,-0.08012963182392072,0.09772398403134966,-0.0019057680661045,-0.24893276282682897,0.24512122669461991
Parmer (2011),Independent,Not Significant,-0.11576281664833749,-0.3871464835575309,0.15562085026085587,0.5044687893424331,-1.1250421999216067,2.1339797786064727
Parmer (2011),Republican,Not Significant,-0.112193651047537,-0.2699431464290906,0.0455558443340166,-0.00829514610350283,-0.3349865996088475,0.3183963074018418
Parmer (2011),Nonwhite,Not Significant,0.05146775238953161,-0.12082852997822396,0.2237640347572872,0.19542607837074225,-0.1843448385771908,0.5751969953186753
Parmer (2011),White,Not Significant,-0.07266297057119103,-0.15907226956026338,0.01374632841788131,-0.0771813983611331,-0.316499567658549,0.1621367709362828
Chong and Druckman (2010),Age: 18 - 39,Not Significant,0.5351681602469545,0.41476985639440056,0.6555664640995084,0.6784710206546383,0.4390541720150555,0.9178878692942212
Chong and Druckman (2010),Age: 40 - 59,Not Significant,0.738846767048236,0.49804630144580175,0.9796472326506704,0.8774118559956556,0.6935120325788225,1.0613116794124888
Chong and Druckman (2010),Age: More than 60,Not Significant,1.186284970828547,0.5690137575480082,1.8035561841090857,0.8074139806670927,0.5937645290804399,1.0210634322537455
Chong and Druckman (2010),College,Not Significant,0.5367695649376336,0.36493509833120663,0.7086040315440606,0.8158150074190756,0.5822440447050071,1.0493859701331445
Chong and Druckman (2010),Graduate School,Not Significant,0.5295781794917968,0.20781502244127753,0.8513413365423159,0.801241029796345,0.47141823463758525,1.1310638249551048
Chong and Druckman (2010),Less than College,Not Significant,0.6813430297449253,0.533547472277196,0.8291385872126547,0.8057604693891356,0.6492131966738024,0.9623077421044688
Chong and Druckman (2010),Men,Significant,0.4960925955011305,0.3525754891954109,0.6396097018068501,0.728006974472863,0.5507442078021647,0.9052697411435612
Chong and Druckman (2010),Women,Not Significant,0.738414652366525,0.5819635924886926,0.8948657122443575,0.8783377401702857,0.7145068308529909,1.0421686494875804
Chong and Druckman (2010),Democrat,Not Significant,0.5555527613205481,0.4183899762426764,0.6927155463984198,0.7466667639411999,0.5632998199770852,0.9300337079053146
Chong and Druckman (2010),Independent,Not Significant,0.6087872314807566,0.37082729358633454,0.8467471693751787,0.8916057296697807,0.642009709693469,1.1412017496460922
Chong and Druckman (2010),Republican,Not Significant,0.6883311121177121,0.4800596539869605,0.8966025702484638,0.809542796156478,0.6118335296758273,1.0072520626371286
Chong and Druckman (2010),Nonwhite,Significant,0.516015740842033,0.33012316440202694,0.7019083172820392,0.8500378784405384,0.6191827101283958,1.080893046752681
Chong and Druckman (2010),White,Not Significant,0.642782537477515,0.516629432316841,0.768935642638189,0.7882172970059628,0.6461037257423338,0.9303308682695918
Pedulla (2014),Age: 18 - 39,Not Significant,0.0373652865445994,-0.1431807558019106,0.21791132889110945,0.20367841609289028,-0.2051328828990437,0.6124897150848243
Pedulla (2014),Age: 40 - 59,Not Significant,-0.01387016790514759,-0.28985681032885147,0.26211647451855624,-0.13036175160146893,-0.6304000973417437,0.36967659413880594
Pedulla (2014),College,Not Significant,0.2394097163532073,0.0143603263445893,0.4644591063618253,-0.0948160019892954,-0.74097287092418,0.5513408669455891
Pedulla (2014),Graduate School,Not Significant,-0.062415755573164713,-0.6317919259974164,0.506960414851087,0.297041484908654,-0.34438224094700354,0.9384652107643116
Pedulla (2014),Less than College,Not Significant,-0.08991631454467418,-0.2998176340377457,0.11998500494839737,0.09369398103157996,-0.23190667884368912,0.4192946409068491
Pedulla (2014),Men,Not Significant,-0.08058709447191628,-0.3132368564737598,0.15206266752992725,0.10593219106385814,-0.29774205702624434,0.5096064391539606
Pedulla (2014),Women,Not Significant,0.1337563754204038,-0.06155419186373262,0.32906694270454023,0.04908217288793434,-0.3145407161963383,0.4127050619722069
Pedulla (2014),Conservative,Not Significant,-0.06830006922989389,-0.33373141425056657,0.19713127579077877,-0.134957361201902,-0.6474650274056126,0.3775503050018087
Pedulla (2014),Liberal,Not Significant,0.01092801107678282,-0.1790339780625252,0.2008900002160908,0.4481152067001546,-0.09066098358123208,0.9868913969815412
Pedulla (2014),Moderate,Not Significant,0.1069293176873596,-0.30948926505813323,0.5233479004328525,0.0589297878963788,-0.29918027206170117,0.4170398478544588
Pedulla (2014),Democrat,Not Significant,0.02694667164432433,-0.1488155751254171,0.20270891841406577,0.26214001944159,-0.05965920620950404,0.583939245092684
Pedulla (2014),Independent,Significant,0.03219860406552154,-0.4499310988734308,0.5143283070044739,-2.0166494125247647,-4.407975503742033,0.37467667869250354
Pedulla (2014),Republican,Not Significant,0.01227309241748764,-0.33683141162949976,0.36137759646447504,-0.090242569310379,-0.5618738842293683,0.3813887456086104
Pedulla (2014),Nonwhite,Not Significant,0.30186191311426375,-0.06361708452415266,0.6673409107526802,0.21417430400606427,-0.2171472711142728,0.6454958791264014
Pedulla (2014),White,Not Significant,-0.04016717946015442,-0.2052071414778453,0.12487278255753646,0.01123615591652623,-0.3328705938127737,0.3553429056458261
Piazza (2015),Age: 18 - 39,Not Significant,-0.1056069380936888,-0.2622472366355998,0.05103336044822218,0.2179283420069832,-0.17293400951401458,0.608790693527981
Piazza (2015),Age: 40 - 59,Not Significant,0.1419263175439863,-0.14333232688806155,0.42718496197603417,-0.25205825509042845,-0.6001428092170986,0.09602629903624176
Piazza (2015),Age: More than 60,Not Significant,0.4355431142398059,-0.4110597271503951,1.282145955630007,0.06103595064064595,-0.3457920371217609,0.46786393840305274
Piazza (2015),College,Not Significant,-0.00709676991020459,-0.2288878996778577,0.21469435985744845,0.22263102492173517,-0.25478173708209084,0.7000437869255612
Piazza (2015),Graduate School,Not Significant,-0.10814587519783624,-0.5177201346818445,0.3014283842861721,-0.07831946800652037,-0.6785947390303702,0.5219558030173295
Piazza (2015),Less than College,Not Significant,-0.04393898845450574,-0.2329836355289615,0.14510565861995,-0.02550870089092722,-0.2904823487899376,0.2394649470080832
Piazza (2015),Men,Not Significant,-0.11952034328028872,-0.3158515985913416,0.07681091203076415,-0.1569001626283084,-0.4928638095626371,0.17906348430602026
Piazza (2015),Women,Not Significant,0.06035655671541554,-0.12371222398765648,0.24442533741848751,0.17207926891179645,-0.11377576141981097,0.4579342992434039
Piazza (2015),Conservative,Not Significant,0.12467971573288995,-0.16689970505557675,0.41625913652135665,-0.0650123693336596,-0.45756954242309505,0.3275448037557758
Piazza (2015),Liberal,Significant,-0.16207200844128145,-0.33236098949758186,0.00821697261501899,0.34339407392065013,-0.05050469246733874,0.737292840308639
Piazza (2015),Moderate,Not Significant,0.10737740413834176,-0.18665806426789253,0.401412872544576,-0.05911279917323368,-0.40471590286391784,0.28649030451745044
Piazza (2015),Democrat,Not Significant,-0.06772641237386454,-0.2279775721336873,0.09252474738595824,0.22816001655982368,-0.04124893452946263,0.4975689676491099
Piazza (2015),Independent,Not Significant,0.09907638306152236,-0.3459741721666729,0.5441269382897177,-0.2548132871459586,-1.768814570488319,1.259187996196402
Piazza (2015),Republican,Not Significant,0.03654509258831789,-0.2423089478934411,0.3153991330700769,-0.23060004938793596,-0.5824857512993882,0.12128565252351628
Piazza (2015),Nonwhite,Not Significant,-0.22211498982940203,-0.4870600840666825,0.04283010440787843,-0.03773679076680922,-0.4596799811332159,0.38420639959959746
Piazza (2015),White,Not Significant,0.02596557612607736,-0.13094468953352675,0.18287584178568148,0.04173431472673016,-0.22126296144850893,0.3047315909019693
Levendusky and Malhotra (2015),Age: 18 - 39,Not Significant,0.33778795671760753,0.2094980460784382,0.46607786735677686,0.2009487174635875,-0.08874903759869052,0.4906464725258655
Levendusky and Malhotra (2015),Age: 40 - 59,Significant,0.4459299755732763,0.2700067626123316,0.621853188534221,0.03801975061164327,-0.214032198619175,0.2900716998424615
Levendusky and Malhotra (2015),Age: More than 60,Not Significant,0.12592556790074852,-0.20004184517871595,0.451892980980213,0.25215431140596883,-0.02363516251608455,0.5279437853280222
Levendusky and Malhotra (2015),College,Not Significant,0.35652843869677897,0.18850486836844432,0.5245520090251137,0.14043284490636984,-0.16856948052447632,0.449435170337216
Levendusky and Malhotra (2015),Graduate School,Not Significant,0.468464997352432,0.22108706515017768,0.7158429295546862,0.06922264804309859,-0.35488395604238454,0.4933292521285817
Levendusky and Malhotra (2015),Less than College,Not Significant,0.3451248901091696,0.2051665730931213,0.4850832071252178,0.17982316745840007,-0.0182575480503768,0.3779038829671769
Levendusky and Malhotra (2015),Men,Not Significant,0.29944824183279345,0.15719380692860557,0.4417026767369814,0.1441618621817335,-0.08686529032376186,0.37518901468722887
Levendusky and Malhotra (2015),Women,Not Significant,0.4202081245334714,0.28170841755781906,0.5587078315091237,0.1769714430765872,-0.04060052424441671,0.3945434103975911
Levendusky and Malhotra (2015),Conservative,Not Significant,0.1348293058253623,-0.09748365852513086,0.36714227017585543,-3.692592823919459e-4,-0.25906885643189775,0.25833033786711385
Levendusky and Malhotra (2015),Liberal,Significant,0.4754028903125904,0.34331043086152824,0.6074953497636525,0.06845318805834097,-0.1979399740438655,0.3348463501605474
Levendusky and Malhotra (2015),Moderate,Not Significant,0.3368490559819186,0.15068994496243548,0.5230081670014017,0.4034722545820514,0.11157162790964442,0.6953728812544584
Levendusky and Malhotra (2015),Democrat,Not Significant,0.4119592802330876,0.29031809764535055,0.5336004628208246,0.18073311554640617,-0.04188418588664772,0.40335041697946
Levendusky and Malhotra (2015),Independent,Not Significant,0.22156793057142837,-0.06100271151618575,0.5041385726590425,0.202676407382716,-0.33925017062318197,0.7446029853886139
Levendusky and Malhotra (2015),Republican,Not Significant,0.3301843136637917,0.12240758187944575,0.5379610454481376,0.13628350561995842,-0.09007129525777113,0.362638306497688
Levendusky and Malhotra (2015),Nonwhite,Not Significant,0.3994616485375039,0.18350969059410188,0.6154136064809059,0.11198728222844367,-0.21935527653853887,0.4433298409954262
Levendusky and Malhotra (2015),White,Not Significant,0.34740219539050937,0.2366362438582499,0.4581681469227688,0.18484264909673956,0.01714655605643661,0.3525387421370425
Shafer (2017),Age: 18 - 39,Not Significant,-0.05309698132850864,-0.17996248919260965,0.07376852653559235,-0.2535310473811389,-0.4872508019141366,-0.0198112928481412
Shafer (2017),Age: 40 - 59,Not Significant,-0.01501871397912944,-0.28793636599376055,0.2578989380355016,-0.05852336831832858,-0.35123579331357513,0.23418905667691792
Shafer (2017),Age: More than 60,Not Significant,-0.3424596868867444,-1.005957696149701,0.32103832237621216,-0.07696038588493899,-0.3728121298292294,0.21889135805935145
Shafer (2017),College,Not Significant,-0.05386402710374993,-0.23428051488115512,0.12655246067365525,-0.28023362483791203,-0.624555421667202,0.06408817199137795
Shafer (2017),Graduate School,Not Significant,-0.06808299656701416,-0.41586196010036885,0.2796959669663405,-0.3670300337154655,-0.9274886427003683,0.1934285752694373
Shafer (2017),Less than College,Not Significant,-0.04679808722601759,-0.20800667643476445,0.11441050198272928,-0.07331239865884268,-0.2593182450893329,0.1126934477716475
Shafer (2017),Men,Not Significant,-0.00726615679254399,-0.15576690671508256,0.14123459312999456,0.00681156283763528,-0.23397189292469575,0.24759501859996635
Shafer (2017),Women,Not Significant,-0.10140505154218955,-0.27517187791694836,0.07236177483256923,-0.27489027089959056,-0.4795299289992973,-0.07025061279988384
Shafer (2017),Conservative,Not Significant,-0.06481804035327685,-0.3147330609761556,0.1850969802696019,-0.15492495200516987,-0.3691932512377595,0.05934334722741974
Shafer (2017),Liberal,Not Significant,-0.08507949894745657,-0.236403724603777,0.06624472670886385,-0.13520142267231072,-0.465177229312491,0.19477438396786956
Shafer (2017),Moderate,Not Significant,0.0314880038687018,-0.21145333635077743,0.27442934408818104,-0.1154697388732515,-0.38848844690161494,0.1575489691551119
Shafer (2017),Democrat,Not Significant,-0.06364967255040375,-0.20732894625899737,0.08002960115818984,-0.15720490952581834,-0.3849471139858904,0.07053729493425379
Shafer (2017),Independent,Not Significant,0.03146759518376306,-0.2969011042792746,0.3598362946468007,-0.6080524218864074,-1.479171737457001,0.26306689368418623
Shafer (2017),Republican,Not Significant,-0.0670000337909117,-0.29173350764969747,0.1577334400678741,-0.07421548067080937,-0.28719751087012896,0.13876654952851025
Shafer (2017),Nonwhite,Not Significant,-0.2567776951127895,-0.5055863516737608,-0.00796903855181821,-0.07181549228913173,-0.42373683112818383,0.2801058465499203
Shafer (2017),White,Not Significant,0.01380154096718774,-0.11415237352801952,0.141755455462395,-0.172573343884268,-0.3371052193182692,-0.00804146845026684
Transue (2007),Age: 18 - 39,Not Significant,-0.07617265712206313,-0.2987577684376129,0.1464124541934867,0.19095597396398317,-0.11920062517189928,0.5011125730998656
Transue (2007),Age: 40 - 59,Not Significant,0.08135629570842526,-0.3050305337276854,0.467743125144536,0.18778945048411907,-0.13830418525009272,0.5138830862183309
Transue (2007),Age: More than 60,Not Significant,-0.5025534524457963,-1.43879454354188,0.43368763865028725,0.15245643470655693,-0.3684238914571748,0.6733367608702886
Transue (2007),Democrat,Not Significant,0.08770321810955947,-0.13317307593738786,0.3085795121565068,0.16266291925113074,-0.1234389492155306,0.4487647877177921
Transue (2007),Independent,Significant,-0.21345675270550488,-0.6618212811835823,0.23490777577257255,0.6237035565480268,0.09491609826001446,1.152491014836039
Transue (2007),Republican,Not Significant,-0.1083729729489849,-0.4772761100186155,0.26053016412064567,0.01556855302891432,-0.33171783002149074,0.36285493607931935
Transue (2007),White,Not Significant,-0.07517906033674251,-0.2620692932757638,0.11171117260227872,0.17575150746048915,-0.03053606244826856,0.38203907736924686
Craig and Richeson (2014),Age: 18 - 39,Significant,-0.2472935103746365,-0.40954888762509034,-0.08503813312418271,0.22885011161052551,-0.08926990470344603,0.5469701279244972
Craig and Richeson (2014),Age: 40 - 59,Not Significant,-0.12546351510201387,-0.4353102153930076,0.1843831851889799,-0.1395865035421989,-0.4486574971778029,0.16948449009340513
Craig and Richeson (2014),Age: More than 60,Not Significant,-0.34288129958553804,-1.2268244722372044,0.5410618730661283,-0.1816021587278034,-0.4787584129774924,0.1155540955218856
Craig and Richeson (2014),College,Not Significant,-0.07188573493945351,-0.28569430600296336,0.14192283612405632,-0.2008381243090723,-0.6819976567700914,0.28032140815194684
Craig and Richeson (2014),Graduate School,Not Significant,-0.40293876945083096,-0.862950932146999,0.05707339324533717,0.03057895358716884,-0.5264185330063429,0.5875764401806807
Craig and Richeson (2014),Less than College,Significant,-0.2949218323364652,-0.5060693473573006,-0.08377431731562979,0.04059161139906429,-0.17640910889382805,0.25759233169195667
Craig and Richeson (2014),Men,Not Significant,-0.12424950677859754,-0.326875033751757,0.07837602019456193,-8.395055187125007e-4,-0.28678143760699887,0.2851024265695739
Craig and Richeson (2014),Women,Not Significant,-0.3045469630581798,-0.506162150667099,-0.10293177544926052,-0.00498481195298881,-0.2488513031548229,0.2388816792488453
Craig and Richeson (2014),Conservative,Not Significant,0.08357248551572788,-0.22969883051489204,0.3968438015463478,-0.1987970265202492,-0.5154245629691444,0.117830509928646
Craig and Richeson (2014),Liberal,Not Significant,-0.2593155358204142,-0.444681077951274,-0.07394999368955446,0.04891390030689822,-0.30220457472936774,0.4000323753431642
Craig and Richeson (2014),Moderate,Significant,-0.3497473892629379,-0.60291597162734,-0.09657880689853587,0.1215962826255306,-0.1755335370241859,0.41872610227524715
Craig and Richeson (2014),Democrat,Significant,-0.2935538379926065,-0.45773744535338423,-0.12937023063182876,0.1385224681119452,-0.12848923412596353,0.4055341703498539
Craig and Richeson (2014),Independent,Not Significant,-0.4002779621877329,-0.8467468455361769,0.04619092116071094,-8.726166926552206e-4,-1.1825243616842542,1.180779128298944
Craig and Richeson (2014),Republican,Not Significant,0.0985527611012282,-0.17686658626251622,0.3739721084649726,-0.1902402537549394,-0.4557596765984221,0.07527916908854329
Craig and Richeson (2014),Nonwhite,Significant,-0.35743103484670763,-0.639698967721013,-0.07516310197240228,0.22917781575179305,-0.14512758203813805,0.6034832135417241
Craig and Richeson (2014),White,Not Significant,-0.18784798172172237,-0.351172280568179,-0.02452368287526568,-0.12821550229608833,-0.33440772460761176,0.0779767200154351
Thompson and Schlehofer (2014),Age: 18 - 39,Not Significant,-0.05469737667672198,-0.1789194939743118,0.06952474062086786,-0.022673247209984,-0.4128117266775614,0.3674652322575934
Thompson and Schlehofer (2014),Age: 40 - 59,Not Significant,-9.085074654879392e-4,-0.2275486533569898,0.22573163842601393,-0.23202795909454324,-0.6211014993974651,0.15704558120837855
Thompson and Schlehofer (2014),Age: More than 60,Not Significant,-0.3344443107327093,-0.814411533919616,0.14552291245419735,-0.06199044698472825,-0.50270718341407294,0.3787262894446165
Thompson and Schlehofer (2014),College,Not Significant,-0.14172649675959711,-0.3218131809422525,0.03836018742305824,-0.09542078477700083,-0.6048204853592293,0.4139789158052275
Thompson and Schlehofer (2014),Graduate School,Not Significant,-0.1434419724572105,-0.41688621167895223,0.13000226676453122,-0.24026138310246395,-0.8345393725259155,0.35401660632098764
Thompson and Schlehofer (2014),Less than College,Not Significant,0.0311004623997597,-0.12270019117342358,0.184901115972943,-0.06888869283506292,-0.35442705822110493,0.21664967255097903
