study_label,group_label,difference,estimate_mt,conf.low_mt,conf.high_mt,estimate_original,conf.low_original,conf.high_original
Denny (2012),Independent,Not Significant,-0.2008439314852269,-0.8250478561766481,0.4233599932061944,-0.4496736963118181,-1.7695320512783796,0.8701846586547436
Denny (2012),Republican,Not Significant,0.1732106200863837,-0.23212315385379317,0.5785443940265605,0.12667739891199906,-0.3257499066491032,0.5791047044731013
Denny (2012),Nonwhite,Not Significant,0.3094597198595907,-0.16938406245265836,0.7883035021718398,1.041519238551024,0.4660160732518641,1.617022403850184
Denny (2012),White,Not Significant,0.00558584942727788,-0.22752255438495567,0.23869425323951143,0.04239171996297823,-0.2615437889071976,0.3463272288331541
Nicholson (2012),Age: 18 - 39,Not Significant,0.12000748797090122,-0.0214417864097173,0.2614567623515197,0.2821983157009213,-0.10943828888270918,0.6738349202845517
Nicholson (2012),Age: 40 - 59,Not Significant,0.06828621017661478,-0.20640885456956032,0.3429812749227899,0.09280820892723676,-0.144088815811736,0.3297052336662095
Nicholson (2012),Age: More than 60,Not Significant,0.04919196183339058,-0.5207343427312682,0.6191182663980493,0.3912850203199531,0.17003919491856073,0.6125308457213456
Nicholson (2012),College,Not Significant,0.07916274335078491,-0.10513245180542756,0.2634579385069974,0.3272051844197536,-0.00500291181491913,0.6594132806544264
Nicholson (2012),Graduate School,Not Significant,0.07582810286112134,-0.207240371634114,0.3588965773563567,0.2451024765518316,-0.2225822707887709,0.7127872238924341
Nicholson (2012),Less than College,Not Significant,0.14288602191051478,-0.04891458353799682,0.3346866273590264,0.18689853331736936,-0.02217121066408692,0.39596827729882567
Nicholson (2012),Men,Not Significant,0.12176269913065528,-0.03578664474595031,0.27931204300726087,0.10585897038443996,-0.12691205308715006,0.33862999385603
Nicholson (2012),Women,Not Significant,0.07933164928316538,-0.11556000239810932,0.2742233009644401,0.3586302717311933,0.1172780979540958,0.5999824455082907
Nicholson (2012),Democrat,Not Significant,0.054709261573693,-0.08325367466708206,0.19267219781446804,0.1863534859716153,-0.05659934255686896,0.4293063145000996
Nicholson (2012),Republican,Not Significant,0.22188535365414472,-0.02988752158695581,0.4736582288952452,0.2783473017704543,0.0504367937730483,0.5062578097678603
Nicholson (2012),Nonwhite,Not Significant,0.06910241545205456,-0.15882798743013948,0.2970328183342486,0.28338505622094207,-0.09522261478789662,0.6619927272297808
Nicholson (2012),White,Not Significant,0.12323953956805243,-0.01974699634954417,0.266226075485649,0.2318669186921965,0.05240412204651099,0.411329715337882
Johnston and Ballard (2016),Age: 18 - 39,Not Significant,0.41891967197738594,0.3828302548530259,0.455009089101746,0.29731576845432695,0.1281029584106847,0.4665285784979692
