study,study_label,covariate,group,estimate_mt,estimate_original,std.error_mt,std.error_original,conf.low_mt,conf.low_original,conf.high_mt,conf.high_original,p.value_mt,p.value_original,significant_mt,significant_original,group_label,est_diff_in_cates,std.error_diff_in_cates,li_diff_in_cates,ui_diff_in_cates,p_diff_in_cates,diff_in_cates_significant
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",age,age_3_More than 60,0.5539190795761268,0.8690092771402068,0.34364493610099717,0.19056432138384577,-0.14371722970558987,0.4925125045239061,1.2515553888578435,1.2455060497565076,0.11596753288355778,1.0450686018474849e-5,0,1,Age: More than 60,-0.31509019756407997,0.3929460557027441,-1.0852644667414584,0.45508407161329845,0.4226303051876318,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",educ,educ_3_College,0.44303714733715865,0.5142001917586029,0.08276072114331785,0.18684301779580859,0.28021135523928387,0.1431669880218373,0.6058629394350334,0.8852333954953684,1.6547836897204088e-7,0.007120378881129171,1,1,College,-0.07116304442144422,0.20435178067050666,-0.47169253453563725,0.3293664456927488,0.7276614921092344,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",educ,educ_3_Graduate School,0.4886941964495566,1.0303837146449244,0.16324638414295098,0.26616681145908017,0.16500677257909968,0.4977851551148138,0.8123816203200135,1.562982274175035,0.0034380230822540665,2.7352138071196904e-4,1,1,Graduate School,-0.5416895181953678,0.31224053781986966,-1.1536809723223125,0.07030193593157674,0.08276793271625435,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",educ,educ_3_Less than College,0.46630019730401406,0.4825255884244799,0.07125442117420075,0.12180201705840984,0.3263426865911042,0.243043217548843,0.6062577080169239,0.7220079593001167,1.34899248191268e-10,8.876675054467556e-5,1,1,Less than College,-0.016225391120465837,0.14111315989789028,-0.2928071845203308,0.2603564022793991,0.908459851214456,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",female,female_0,0.5016213218474243,0.4172616855415862,0.06679534176218012,0.13867830688635854,0.3703958613472985,0.14422878761212082,0.63284678234755,0.6902945834710517,2.6377122767271194e-13,0.0028710472387399387,1,1,Men,0.08435963630583804,0.1539262501394531,-0.21733581396749002,0.3860550865791661,0.5836559880584986,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",female,female_1,0.415164168388269,0.6767186978407811,0.079707710847194,0.135787141887925,0.2585400021081071,0.4093779890909934,0.5717883346684308,0.9440594065905688,2.842767201344629e-7,1.1184667563923616e-6,1,1,Women,-0.2615545294525121,0.15745306307147972,-0.5701625330726123,0.047053474167588094,0.096681572807574,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",ideo,ideo_3_Conservative,0.5061582170022475,0.6282759078595219,0.1323481839799268,0.15172997869957125,0.24516528503393598,0.32912455091211773,0.767151148970559,0.9274272648069262,1.7557190960342564e-4,5.057126900588883e-5,1,1,Conservative,-0.12211769085727442,0.201340577725795,-0.5167452231998326,0.2725098414852838,0.5441675153206156,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",ideo,ideo_3_Liberal,0.5197470159787202,0.4258906413786307,0.06352772971028406,0.18178104103042006,0.3949633205870182,0.06652197732887966,0.6445307113704222,0.7852593054283817,1.9184470818695743e-15,0.02053391682969168,1,1,Liberal,0.0938563746000895,0.19256198825377288,-0.28356512237730536,0.47127787157748435,0.6259687800472127,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",ideo,ideo_3_Moderate,0.26936330808935005,0.5613120575149759,0.10663944803060425,0.16926698562213763,0.059257795526065776,0.2274281580928979,0.4794688206526343,0.895195956937054,0.012206517236696674,0.001093401472933855,1,1,Moderate,-0.2919487494256259,0.20005820227592994,-0.6840628258864485,0.10016532703519682,0.14447730942589443,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Democrat,0.48642329965058323,0.569991905545483,0.058549493609097114,0.13815895458040714,0.37145660914795453,0.29807442067271234,0.6013899901532119,0.8419093904182535,5.575622372871095e-16,4.8309253526766524e-5,1,1,Democrat,-0.08356860589489973,0.15005312370168342,-0.3776727283501992,0.21053551656039976,0.5775774435782348,FALSE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Independent,0.2458062430710577,1.588184578456057,0.17249314172267896,0.5638998766609615,-0.09603467660088644,0.28782913103476093,0.5876471627430018,2.8885400258773535,0.15698250350195608,0.0226178975622513,0,1,Independent,-1.3423783353849994,0.5896922543493409,-2.498175153909708,-0.18658151686029112,0.022821786870619643,TRUE
jacobsenS7,"Jacobsen, Snyder and Saultz (2014)",pid,pid_3_Republican,0.4576783525051622,0.43422967608183394,0.12226033810750009,0.1353101766614226,0.21672090895526416,0.1676653792068854,0.6986357960550602,0.7007939729567825,2.3196079277680896e-4,0.0015152755423343239,1,1,Republican,0.023448676423328263,0.1823634672359177,-0.33398371935907045,0.380881072205727,0.8976883358679443,FALSE
